Y,MON,D,H,MIN,S,CHAM,CR,CS,P
2014,11,14,1,55,1,3,397,398,-1.3853648
2014,11,14,2,0,1,4,398,397,1.3853648
2014,11,14,2,5,1,1,398,398,0.0
2014,11,14,2,10,1,2,399,399,0.0
2014,11,14,2,15,1,3,398,398,0.0
2014,11,14,2,20,1,4,398,398,0.0
2014,11,14,2,25,1,1,399,398,1.3853648
2014,11,14,2,30,1,2,398,398,0.0
2014,11,14,2,35,1,3,398,398,0.0
2014,11,14,2,40,1,4,397,397,0.0
2014,11,14,2,45,1,1,399,398,1.3853648
2014,11,14,2,50,1,2,398,398,0.0
2014,11,14,2,55,1,3,400,399,1.3853648
2014,11,14,3,0,1,4,398,399,-1.3853648
2014,11,14,3,5,1,1,399,399,0.0
2014,11,14,3,10,1,2,397,397,0.0
2014,11,14,3,15,1,3,398,398,0.0
2014,11,14,3,20,1,4,399,399,0.0
2014,11,14,3,25,1,1,399,399,0.0
2014,11,14,3,30,1,2,400,399,1.3853648
2014,11,14,3,35,1,3,398,398,0.0
2014,11,14,3,40,1,4,399,399,0.0
2014,11,14,3,45,1,1,398,398,0.0
2014,11,14,3,50,1,2,400,400,0.0
2014,11,14,3,55,1,3,396,398,-2.7707295
2014,11,14,4,0,1,4,399,399,0.0
2014,11,14,4,5,1,1,397,398,-1.3853648
2014,11,14,4,10,1,2,398,398,0.0
2014,11,14,4,15,1,3,399,399,0.0
2014,11,14,4,20,1,4,398,399,-1.3853648
2014,11,14,4,25,1,1,399,399,0.0
2014,11,14,4,30,1,2,397,397,0.0
2014,11,14,4,35,1,3,399,398,1.3853648
2014,11,14,4,40,1,4,398,398,0.0
2014,11,14,4,45,1,1,396,398,-2.7707295
2014,11,14,4,50,1,2,396,397,-1.3853648
2014,11,14,4,55,1,3,398,398,0.0
2014,11,14,5,0,1,4,399,399,0.0
2014,11,14,5,5,1,1,397,399,-2.7707295
2014,11,14,5,10,1,2,401,401,0.0
2014,11,14,5,15,1,3,398,398,0.0
2014,11,14,5,20,1,4,399,398,1.3853648
2014,11,14,5,25,1,1,398,398,0.0
2014,11,14,5,30,1,2,398,398,0.0
2014,11,14,5,35,1,3,401,400,1.3853648
2014,11,14,5,40,1,4,398,399,-1.3853648
2014,11,14,5,45,1,1,397,398,-1.3853648
2014,11,14,5,50,1,2,397,398,-1.3853648
2014,11,14,5,55,1,3,397,397,0.0
2014,11,14,6,0,1,4,396,399,-4.1560946
2014,11,14,6,5,1,1,397,398,-1.3853648
2014,11,14,6,10,1,2,399,399,0.0
2014,11,14,6,15,1,3,398,398,0.0
2014,11,14,6,20,1,4,399,397,2.7707295
2014,11,14,6,25,1,1,398,398,0.0
2014,11,14,6,30,1,2,399,397,2.7707295
2014,11,14,6,35,1,3,399,399,0.0
2014,11,14,6,40,1,4,397,397,0.0
2014,11,14,6,45,1,1,399,398,1.3853648
2014,11,14,6,50,1,2,401,401,0.0
2014,11,14,6,55,1,3,398,398,0.0
2014,11,14,7,0,1,4,399,399,0.0
2014,11,14,7,5,1,1,399,399,0.0
2014,11,14,7,10,1,2,398,398,0.0
2014,11,14,7,15,1,3,399,399,0.0
2014,11,14,7,20,1,4,399,399,0.0
2014,11,14,7,25,1,1,399,399,0.0
2014,11,14,7,30,1,2,398,399,-1.3853648
2014,11,14,7,35,1,3,397,399,-2.7707295
2014,11,14,7,40,1,4,399,399,0.0
2014,11,14,7,45,1,1,399,399,0.0
2014,11,14,7,50,1,2,398,398,0.0
2014,11,14,7,55,1,3,398,398,0.0
2014,11,14,8,0,1,4,397,399,-2.7707295
2014,11,14,8,5,1,1,398,398,0.0
2014,11,14,8,10,1,2,399,400,-1.3853648
2014,11,14,8,15,1,3,398,399,-1.3853648
2014,11,14,8,20,1,4,399,398,1.3853648
2014,11,14,8,25,1,1,398,399,-1.3853648
2014,11,14,8,30,1,2,399,399,0.0
2014,11,14,8,35,1,3,398,398,0.0
2014,11,14,8,40,1,4,398,399,-1.3853648
2014,11,14,8,45,1,1,400,399,1.3853648
2014,11,14,8,50,1,2,400,400,0.0
2014,11,14,8,55,1,3,396,396,0.0
2014,11,14,9,0,1,4,399,398,1.3853648
2014,11,14,9,5,1,1,397,398,-1.3853648
2014,11,14,9,10,1,2,399,400,-1.3853648
2014,11,14,9,15,1,3,400,402,-2.7707295
2014,11,14,9,20,1,4,400,401,-1.3853648
2014,11,14,9,25,1,1,397,398,-1.3853648
2014,11,14,9,30,1,2,399,399,0.0
2014,11,14,9,35,1,3,396,398,-2.7707295
2014,11,14,9,40,1,4,398,397,1.3853648
2014,11,14,9,45,1,1,398,399,-1.3853648
2014,11,14,9,50,1,2,399,399,0.0
2014,11,14,9,55,1,3,398,396,2.7707295
2014,11,14,10,0,1,4,399,400,-1.3853648
2014,11,14,10,5,1,1,399,398,1.3853648
2014,11,14,10,10,1,2,400,400,0.0
2014,11,14,10,15,1,3,401,400,1.3853648
2014,11,14,10,20,1,4,396,397,-1.3853648
2014,11,14,10,25,1,1,398,398,0.0
2014,11,14,10,30,1,2,400,400,0.0
2014,11,14,10,35,1,3,400,398,2.7707295
2014,11,14,10,40,1,4,398,397,1.3853648
2014,11,14,10,45,1,1,399,399,0.0
2014,11,14,10,50,1,2,400,401,-1.3853648
2014,11,14,10,55,1,3,395,395,0.0
2014,11,14,11,0,1,4,397,397,0.0
2014,11,14,11,5,1,1,398,397,1.3853648
2014,11,14,11,10,1,2,394,396,-2.7707295
2014,11,14,11,15,1,3,396,396,0.0
2014,11,14,11,20,1,4,400,399,1.3853648
2014,11,14,11,25,1,1,399,399,0.0
2014,11,14,11,30,1,2,398,398,0.0
2014,11,14,11,35,1,3,397,396,1.3853648
2014,11,14,11,40,1,4,398,399,-1.3853648
2014,11,14,11,45,1,1,397,396,1.3853648
2014,11,14,11,50,1,2,397,398,-1.3853648
2014,11,14,11,55,1,3,399,399,0.0
2014,11,14,12,0,1,4,400,398,2.7707295
2014,11,14,12,5,1,1,398,399,-1.3853648
2014,11,14,12,10,1,2,399,399,0.0
2014,11,14,12,15,1,3,399,399,0.0
2014,11,14,12,20,1,4,399,400,-1.3853648
2014,11,14,12,25,1,1,399,398,1.3853648
2014,11,14,12,30,1,2,397,397,0.0
2014,11,14,12,35,1,3,400,400,0.0
2014,11,14,12,40,1,4,398,399,-1.3853648
2014,11,14,12,45,1,1,399,399,0.0
2014,11,14,12,50,1,2,397,397,0.0
2014,11,14,12,55,1,3,398,398,0.0
2014,11,14,13,0,1,4,399,398,1.3853648
2014,11,14,13,5,1,1,399,398,1.3853648
2014,11,14,13,10,1,2,398,399,-1.3853648
2014,11,14,13,15,1,3,400,399,1.3853648
2014,11,14,13,20,1,4,399,399,0.0
2014,11,14,13,25,1,1,398,398,0.0
2014,11,14,13,30,1,2,400,399,1.3853648
2014,11,14,13,35,1,3,398,397,1.3853648
2014,11,14,13,40,1,4,401,400,1.3853648
2014,11,14,13,45,1,1,398,399,-1.3853648
2014,11,14,13,50,1,2,400,400,0.0
2014,11,14,13,55,1,3,399,399,0.0
2014,11,14,14,0,1,4,399,398,1.3853648
2014,11,14,14,5,1,1,397,398,-1.3853648
2014,11,14,14,10,1,2,399,399,0.0
2014,11,14,14,15,1,3,398,399,-1.3853648
2014,11,14,14,20,1,4,399,399,0.0
2014,11,14,14,25,1,1,400,399,1.3853648
2014,11,14,14,30,1,2,400,398,2.7707295
2014,11,14,14,35,1,3,398,398,0.0
2014,11,14,14,40,1,4,399,399,0.0
2014,11,14,14,45,1,1,399,399,0.0
2014,11,14,14,50,1,2,398,398,0.0
2014,11,14,14,55,1,3,399,399,0.0
2014,11,14,15,0,1,4,397,398,-1.3853648
2014,11,14,15,5,1,1,398,397,1.3853648
2014,11,14,15,10,1,2,398,398,0.0
2014,11,14,15,15,1,3,398,397,1.3853648
2014,11,14,15,20,1,4,399,398,1.3853648
2014,11,14,15,25,1,1,401,400,1.3853648
2014,11,14,15,30,1,2,400,399,1.3853648
2014,11,14,15,35,1,3,398,398,0.0
2014,11,14,15,40,1,4,396,398,-2.7707295
2014,11,14,15,45,1,1,398,399,-1.3853648
2014,11,14,15,50,1,2,398,399,-1.3853648
2014,11,14,15,55,1,3,400,401,-1.3853648
2014,11,14,16,0,1,4,401,399,2.7707295
2014,11,14,16,5,1,1,399,399,0.0
2014,11,14,16,10,1,2,398,398,0.0
2014,11,14,16,15,1,3,398,398,0.0
2014,11,14,16,20,1,4,399,399,0.0
2014,11,14,16,25,1,1,401,398,4.1560946
2014,11,14,16,30,1,2,399,399,0.0
2014,11,14,16,35,1,3,400,398,2.7707295
2014,11,14,16,40,1,4,398,399,-1.3853648
2014,11,14,16,45,1,1,398,397,1.3853648
2014,11,14,16,50,1,2,400,400,0.0
2014,11,14,16,55,1,3,398,398,0.0
2014,11,14,17,0,1,4,403,403,0.0
2014,11,14,17,5,1,1,395,397,-2.7707295
2014,11,14,17,10,1,2,396,397,-1.3853648
2014,11,14,17,15,1,3,397,398,-1.3853648
2014,11,14,17,20,1,4,397,398,-1.3853648
2014,11,14,17,25,1,1,399,399,0.0
2014,11,14,17,30,1,2,399,398,1.3853648
2014,11,14,17,35,1,3,399,399,0.0
2014,11,14,17,40,1,4,398,398,0.0
